FCSTDATE,FCSTTIME,TMP,UUU,VVV,VEC,WSD,SKY,PTY,POP,WAV,PCP,REH,SNO,TMX,TMN
20220526,1500,23,4.1,2.8,236,5,1,0,0,0,강수없음,35,적설없음,,23.0
20220526,1600,23,4,3,233,5,1,0,0,0,강수없음,35,적설없음,,
20220526,1700,22,3.6,3.3,227,4.9,1,0,0,0,강수없음,40,적설없음,,
20220526,1800,21,2.7,2.7,225,3.8,1,0,0,0,강수없음,45,적설없음,,
20220526,1900,20,2.3,2.3,225,3.3,1,0,0,0,강수없음,50,적설없음,,
20220526,2000,18,1.7,1.7,225,2.4,1,0,0,0,강수없음,55,적설없음,,
20220526,2100,18,0.9,2.1,203,2.3,1,0,0,0,강수없음,60,적설없음,,
20220526,2200,18,1.1,2.5,204,2.7,4,0,30,0,강수없음,65,적설없음,,
20220526,2300,17,0.7,2.3,197,2.4,4,0,30,0,강수없음,70,적설없음,,
20220527,0000,17,1.5,2.6,210,3,4,0,30,0,강수없음,75,적설없음,,
20220527,0100,17,1.8,2.7,214,3.2,4,0,30,0,강수없음,75,적설없음,,
20220527,0200,17,1.1,1.9,210,2.2,4,0,30,0,강수없음,75,적설없음,,
20220527,0300,17,0.6,1.1,209,1.3,4,0,30,0,강수없음,75,적설없음,,
20220527,0400,17,-0.1,1.3,171,1.3,4,0,30,0,강수없음,75,적설없음,,
20220527,0500,17,0.2,1.2,189,1.2,4,0,30,0,강수없음,80,적설없음,,
20220527,0600,17,0.3,1.2,194,1.2,4,0,30,0,강수없음,75,적설없음,16.0,
20220527,0700,17,1.2,0.7,240,1.4,4,0,30,0,강수없음,75,적설없음,,
20220527,0800,18,2.1,-0.5,283,2.2,4,0,30,0,강수없음,70,적설없음,,
20220527,0900,19,2.8,-0.9,288,2.9,4,0,30,0,강수없음,60,적설없음,,
20220527,1000,21,3.3,-0.9,285,3.4,1,0,0,0,강수없음,55,적설없음,,
20220527,1100,22,3.3,-0.9,285,3.4,1,0,0,0,강수없음,50,적설없음,,
20220530,1200,24,-0.3,0.9,156,1,4,0,30,0,강수없음,60,적설없음,,
20220530,1300,24,1.6,0.8,243,1.8,4,0,30,0,강수없음,60,적설없음,,
20220530,1400,24,3.1,0.4,263,3.1,4,0,30,0,강수없음,60,적설없음,,
20220530,1500,23,4,-0.1,271,4,4,0,30,0,강수없음,65,적설없음,,25.0
20220530,1600,22,3.5,-0.3,275,3.5,4,1,60,0,강수없음,70,적설없음,,
20220530,1700,20,2.7,-0.3,276,2.7,4,0,30,0,강수없음,75,적설없음,,
20220530,1800,20,2.2,-0.9,292,2.4,4,0,30,0,강수없음,80,적설없음,,
20220530,1900,20,1.5,-1.3,311,2,1,0,0,0,강수없음,70,적설없음,,
20220530,2000,20,1,-0.9,312,1.3,1,0,0,0,강수없음,70,적설없음,,
20220530,2100,19,1.4,-1,306,1.7,1,0,0,0,강수없음,65,적설없음,,
20220530,2200,18,1.2,-0.6,297,1.3,1,0,0,0,강수없음,60,적설없음,,
20220530,2300,18,1.4,-0.3,282,1.4,1,0,0,0,강수없음,60,적설없음,,
20220531,0000,17,1.4,-0.3,282,1.4,1,0,0,0,강수없음,60,적설없음,,
20220531,0100,16,1,-0.7,305,1.2,1,0,0,0,강수없음,65,적설없음,,
20220531,0200,16,0.6,-1.3,335,1.4,1,0,0,0,강수없음,65,적설없음,,
20220531,0300,15,0.4,-1.8,347,1.8,1,0,0,0,강수없음,65,적설없음,,
20220531,0400,15,0.9,-1.1,321,1.4,1,0,0,0,강수없음,70,적설없음,,
20220531,0500,15,0.6,-0.5,310,0.8,1,0,0,0,강수없음,70,적설없음,,
20220531,0600,15,0.4,0.2,243,0.4,1,0,0,0,강수없음,70,적설없음,15.0,
20220531,0700,16,0.3,0.4,217,0.5,1,0,0,0,강수없음,65,적설없음,,
20220531,0800,18,1.1,0.6,241,1.3,1,0,0,0,강수없음,55,적설없음,,
20220531,0900,20,0.8,0.9,222,1.2,1,0,0,0,강수없음,50,적설없음,,
20220531,1000,22,1.1,1.8,211,2.1,1,0,0,0,강수없음,45,적설없음,,
20220531,1100,24,2.1,2,226,2.9,1,0,0,0,강수없음,35,적설없음,,
20220531,1200,25,1.9,2,224,2.8,4,0,30,0,강수없음,30,적설없음,,
20220531,1300,25,2.9,2.4,230,3.8,3,0,20,0,강수없음,30,적설없음,,
20220531,1400,25,4.1,1.8,246,4.5,1,0,0,0,강수없음,30,적설없음,,
20220531,1500,25,4.1,2.2,242,4.7,1,0,0,0,강수없음,30,적설없음,,26.0
20220531,1600,25,4.2,2.7,237,5,1,0,0,0,강수없음,30,적설없음,,
20220531,1700,24,3.5,2.8,231,4.5,1,0,0,0,강수없음,30,적설없음,,
20220531,1800,23,2.4,2.2,227,3.3,1,0,0,0,강수없음,35,적설없음,,
20220531,1900,22,1.8,1.8,225,2.5,1,0,0,0,강수없음,40,적설없음,,
20220531,2000,20,1.1,1.6,215,1.9,1,0,0,0,강수없음,50,적설없음,,
20220531,2100,20,0.6,1.4,203,1.5,1,0,0,0,강수없음,55,적설없음,,
20220531,2200,19,0.2,1.5,188,1.5,1,0,0,0,강수없음,60,적설없음,,
20220531,2300,19,0.3,1.4,192,1.4,1,0,0,0,강수없음,60,적설없음,,
20220601,0000,18,0.2,1.4,188,1.4,1,0,0,0,강수없음,60,적설없음,,
20220601,0100,18,0.6,1.7,199,1.8,1,0,0,0,강수없음,65,적설없음,,
20220601,0200,17,0.6,1.7,199,1.8,1,0,0,0,강수없음,65,적설없음,,
20220601,0300,17,0.2,1.6,187,1.6,3,0,20,0,강수없음,65,적설없음,,
20220601,0400,17,0,1.2,175,1.2,4,0,30,0,강수없음,65,적설없음,,
20220601,0500,17,-0.5,0.9,146,1.1,1,0,0,0,강수없음,70,적설없음,,
20220601,0600,17,-1,0.5,114,1.2,1,0,0,0,강수없음,75,적설없음,17.0,
20220601,0700,17,-1,0.6,119,1.3,1,0,0,0,강수없음,65,적설없음,,
20220601,0800,19,-1.4,0.7,115,1.7,1,0,0,0,강수없음,60,적설없음,,
20220601,0900,21,-1.1,1.6,143,2,1,0,0,0,강수없음,50,적설없음,,
20220601,1000,23,-0.8,1.8,153,2,1,0,0,0,강수없음,45,적설없음,,
20220601,1100,25,0.1,1.6,184,1.6,1,0,0,0,강수없음,35,적설없음,,
20220603,1200,26,0.7,1.2,210,1.4,1,0,0,0,강수없음,60,적설없음,,
20220603,1300,28,0.8,1.3,212,1.5,1,0,0,0,강수없음,55,적설없음,,
20220603,1400,28,1.2,1.5,219,1.9,1,0,0,0,강수없음,55,적설없음,,
20220603,1500,29,1.9,1.3,236,2.3,1,0,0,0,강수없음,50,적설없음,,30.0
20220603,1600,29,2.5,0.9,250,2.7,1,0,0,0,강수없음,50,적설없음,,
20220603,1700,28,2.7,0.7,255,2.8,1,0,0,0,강수없음,55,적설없음,,
20220603,1800,26,2.3,0.5,258,2.4,1,0,0,0,강수없음,60,적설없음,,
20220603,1900,25,1.6,0.4,256,1.6,1,0,0,0,강수없음,65,적설없음,,
20220603,2000,24,1.1,0.3,255,1.1,1,0,0,0,강수없음,75,적설없음,,
20220603,2100,23,0.7,-0.1,278,0.7,1,0,0,0,강수없음,80,적설없음,,
20220603,2200,22,0.1,-0.8,353,0.8,1,0,0,0,강수없음,80,적설없음,,
20220603,2300,22,-0.6,-0.4,60,0.8,1,0,0,0,강수없음,80,적설없음,,
20220604,0000,22,-0.5,1,149,1.2,3,0,20,0,강수없음,80,적설없음,,
20220604,0100,21,-0.5,1,149,1.2,4,0,30,0,강수없음,80,적설없음,,
20220604,0200,21,-1.1,0.8,124,1.4,4,0,30,0,강수없음,80,적설없음,,
20220604,0300,21,-1.7,0.8,114,2,3,0,20,0,강수없음,70,적설없음,,
20220604,0400,21,-1.6,0.8,115,1.9,1,0,0,0,강수없음,65,적설없음,,
20220604,0500,20,-1.5,0.9,119,1.8,1,0,0,0,강수없음,65,적설없음,,
20220604,0600,20,-1.5,0.9,119,1.8,3,0,20,0,강수없음,65,적설없음,20.0,
20220604,0700,21,-1.4,1.4,133,2.1,4,0,30,0,강수없음,60,적설없음,,
20220604,0800,22,-1.7,1.4,128,2.3,4,0,30,0,강수없음,55,적설없음,,
20220604,0900,24,-1.7,1.2,124,2.2,3,0,20,0,강수없음,50,적설없음,,
20220604,1000,25,-1.6,1.2,125,2.1,3,0,20,0,강수없음,50,적설없음,,
20220604,1100,27,-1.5,1.5,133,2.2,3,0,20,0,강수없음,45,적설없음,,
20220607,1200,23,-1.7,-0.4,77,1.8,3,0,20,0,강수없음,45,적설없음,,
20220607,1300,24,-1.4,-1.1,54,1.9,4,0,30,0,강수없음,45,적설없음,,
20220607,1400,24,-1.1,-1.7,35,2.1,4,0,30,0,강수없음,45,적설없음,,
20220607,1500,24,-1.1,-1.9,32,2.2,4,0,30,0,강수없음,45,적설없음,,25.0
20220607,1600,24,-1.1,-2,31,2.3,4,0,30,0,강수없음,45,적설없음,,
20220607,1700,24,-1.2,-2.2,31,2.6,4,0,30,0,강수없음,45,적설없음,,
20220607,1800,23,-1.4,-1.8,40,2.3,4,0,30,0,강수없음,50,적설없음,,
20220607,1900,22,-1.8,-1.4,54,2.4,4,0,30,0,강수없음,55,적설없음,,
20220607,2000,21,-2,-1,65,2.3,4,0,30,0,강수없음,60,적설없음,,
20220607,2100,20,-2.3,-0.9,69,2.6,3,0,20,0,강수없음,60,적설없음,,
20220607,2200,19,-2.1,-0.7,72,2.3,3,0,20,0,강수없음,60,적설없음,,
20220607,2300,18,-1.9,-0.5,76,2.1,3,0,20,0,강수없음,65,적설없음,,
20220608,0000,18,-1.5,-0.4,76,1.6,3,0,20,0,강수없음,65,적설없음,,
20220608,0100,17,-1.2,-0.5,69,1.4,3,0,20,0,강수없음,70,적설없음,,
20220608,0200,17,-1.3,-0.6,67,1.5,4,0,30,0,강수없음,70,적설없음,,
20220608,0300,17,-1.6,-0.5,74,1.8,4,0,30,0,강수없음,70,적설없음,,
20220608,0400,16,-1.5,-0.4,76,1.6,4,0,30,0,강수없음,70,적설없음,,
20220608,0500,16,-1.5,-0.4,76,1.6,4,0,30,0,강수없음,70,적설없음,,
20220608,0600,16,-1.5,-0.4,76,1.6,4,0,30,0,강수없음,70,적설없음,16.0,
20220608,0700,17,-2,0.2,95,2.1,3,0,20,0,강수없음,70,적설없음,,
20220608,0800,18,-2,0.4,101,2.1,3,0,20,0,강수없음,65,적설없음,,
20220608,0900,19,-1.6,0.7,112,1.8,3,0,20,0,강수없음,60,적설없음,,
20220608,1000,21,-1.2,0.8,122,1.5,1,0,0,0,강수없음,55,적설없음,,
20220608,1100,22,-1,0.8,126,1.4,1,0,0,0,강수없음,55,적설없음,,
20220608,1200,23,-0.7,0.6,127,1,4,0,30,0,강수없음,50,적설없음,,
20220608,1300,24,0,0.6,171,0.6,3,0,20,0,강수없음,50,적설없음,,
20220608,1400,25,0.2,0.6,198,0.6,3,0,20,0,강수없음,50,적설없음,,
20220608,1500,25,0.8,0.6,233,1,3,0,20,0,강수없음,50,적설없음,,26.0
20220608,1600,25,1.2,0.4,252,1.3,3,4,60,0,1.0mm,60,적설없음,,
20220608,1700,24,1.2,0.1,265,1.2,3,0,20,0,강수없음,55,적설없음,,
20220608,1800,23,1.6,-0.1,274,1.6,3,0,20,0,강수없음,60,적설없음,,
20220608,1900,22,1.7,0.2,263,1.7,3,0,20,0,강수없음,65,적설없음,,
20220608,2000,20,1.6,0.3,259,1.6,3,0,20,0,강수없음,75,적설없음,,
20220608,2100,20,1.2,0.1,265,1.2,3,0,20,0,강수없음,80,적설없음,,
20220608,2200,19,0.8,-0.1,277,0.8,4,0,30,0,강수없음,80,적설없음,,
20220608,2300,19,0.6,0,270,0.6,4,0,30,0,강수없음,80,적설없음,,
20220609,0000,19,-0.4,0.7,144,0.9,4,0,30,0,강수없음,85,적설없음,,
20220609,0100,19,-0.1,0.7,164,0.7,4,0,30,0,강수없음,85,적설없음,,
20220609,0200,19,-0.3,1,158,1.1,4,0,30,0,강수없음,85,적설없음,,
20220609,0300,19,-1,0.8,126,1.4,4,0,30,0,강수없음,85,적설없음,,
20220609,0400,19,-1.1,0.9,127,1.5,4,0,30,0,강수없음,85,적설없음,,
20220609,0500,18,-1.2,1,128,1.6,4,0,30,0,강수없음,85,적설없음,,
20220609,0600,18,-1.1,0.8,124,1.4,4,1,60,0,1.0mm,85,적설없음,18.0,
20220609,0700,18,-0.8,1,138,1.3,4,1,60,0,5.0mm,85,적설없음,,
20220609,0800,19,-0.6,1.4,153,1.6,4,0,30,0,강수없음,85,적설없음,,
20220609,0900,20,0.1,1.8,183,1.8,4,0,30,0,강수없음,80,적설없음,,
20220609,1000,21,0.5,2,194,2.1,4,0,30,0,강수없음,75,적설없음,,
20220609,1100,22,1.2,1.6,217,2,4,0,30,0,강수없음,70,적설없음,,
20220610,1200,26,1.4,0.9,237,1.7,4,0,30,0,강수없음,50,적설없음,,
20220610,1300,27,1.4,0.3,258,1.4,3,0,20,0,강수없음,45,적설없음,,
20220610,1400,28,1.4,1,234,1.7,3,0,20,0,강수없음,45,적설없음,,
20220610,1500,28,1.8,1,241,2.1,1,0,0,0,강수없음,45,적설없음,,28.0
20220610,1600,28,2.7,0.5,260,2.7,3,0,20,0,강수없음,40,적설없음,,
20220610,1700,27,3,0.1,268,3,4,0,30,0,강수없음,45,적설없음,,
20220610,1800,26,3.7,-1.1,287,3.9,4,0,30,0,강수없음,50,적설없음,,
20220610,1900,25,1.2,0,270,1.2,4,4,60,0,7.0mm,60,적설없음,,
20220610,2000,23,1.2,-0.2,279,1.2,4,0,30,0,강수없음,65,적설없음,,
20220610,2100,22,1.3,-0.2,279,1.3,4,0,30,0,강수없음,70,적설없음,,
20220610,2200,22,0,-0.7,8,0.7,4,0,30,0,강수없음,70,적설없음,,
20220610,2300,21,0.8,0.2,256,0.8,3,0,20,0,강수없음,75,적설없음,,
20220611,0000,21,0.7,0.4,240,0.8,3,0,20,0,강수없음,75,적설없음,,
20220611,0100,21,0.3,0.2,236,0.4,3,0,20,0,강수없음,80,적설없음,,
20220611,0200,20,0,0.8,180,0.8,4,0,30,0,강수없음,80,적설없음,,
20220611,0300,20,-0.1,0.4,153,0.4,4,0,30,0,강수없음,85,적설없음,,
20220611,0400,20,-0.5,-0.2,72,0.6,4,0,30,0,강수없음,85,적설없음,,
20220611,0500,19,0.5,0,270,0.5,4,0,30,0,강수없음,85,적설없음,,
20220611,0600,20,0.8,-0.4,297,0.9,3,0,20,0,강수없음,85,적설없음,19.0,
20220611,0700,21,0.3,-0.7,337,0.8,3,0,20,0,강수없음,80,적설없음,,
20220611,0800,22,0.3,-0.1,288,0.3,3,0,20,0,강수없음,75,적설없음,,
20220611,0900,24,1,0.3,253,1,3,0,20,0,강수없음,65,적설없음,,
20220611,1000,25,1.1,-0.2,280,1.1,1,0,0,0,강수없음,55,적설없음,,
20220611,1100,27,0.8,-0.7,311,1.1,1,0,0,0,강수없음,50,적설없음,,
20220613,1200,27,-1.8,0.8,113,2.1,4,0,30,0,강수없음,45,적설없음,,
20220613,1300,28,-2.1,0.4,100,2.2,3,0,20,0,강수없음,40,적설없음,,
20220613,1400,28,-3,-0.1,88,3.1,3,0,20,0,강수없음,40,적설없음,,
20220613,1500,27,-3.6,-0.8,78,3.8,4,0,30,0,강수없음,45,적설없음,,28.0
20220613,1600,26,-3.2,-0.7,78,3.4,4,0,30,0,강수없음,50,적설없음,,
20220613,1700,26,-3.1,-0.1,88,3.2,4,4,60,0,8.0mm,60,적설없음,,
20220613,1800,25,-3.1,-0.2,86,3.2,4,4,60,0,11.0mm,60,적설없음,,
20220613,1900,25,-2.5,-0.3,83,2.6,4,4,60,0,8.0mm,60,적설없음,,
20220613,2000,24,-2.1,0.5,103,2.3,3,4,60,0,1.0mm,60,적설없음,,
20220613,2100,23,-2.1,0.9,112,2.4,4,0,30,0,강수없음,55,적설없음,,
20220613,2200,22,-2.2,0.4,100,2.3,4,0,30,0,강수없음,60,적설없음,,
20220613,2300,21,-2.4,-0.2,85,2.5,4,0,30,0,강수없음,60,적설없음,,
20220614,0000,21,-2.4,-0.4,81,2.5,4,0,30,0,강수없음,60,적설없음,,
20220614,0100,20,-2.4,-0.2,85,2.5,4,0,30,0,강수없음,65,적설없음,,
20220614,0200,20,-1.6,-0.5,74,1.8,3,0,20,0,강수없음,65,적설없음,,
20220614,0300,19,-1.7,-0.5,74,1.9,4,0,30,0,강수없음,65,적설없음,,
20220614,0400,19,-1.9,-0.4,79,2,3,0,20,0,강수없음,65,적설없음,,
20220614,0500,19,-1.8,-0.4,78,1.9,4,0,30,0,강수없음,70,적설없음,,
20220614,0600,19,-1.9,-0.4,79,2,3,0,20,0,강수없음,70,적설없음,18.0,
20220614,0700,19,-2.6,-0.2,86,2.7,3,0,20,0,강수없음,65,적설없음,,
20220614,0800,20,-3.2,-0.2,87,3.3,4,0,30,0,강수없음,60,적설없음,,
20220614,0900,22,-3.2,-0.6,80,3.4,4,0,30,0,강수없음,55,적설없음,,
20220614,1000,23,-3.2,-0.6,80,3.4,4,0,30,0,강수없음,50,적설없음,,
20220614,1100,25,-3.2,-0.4,83,3.3,3,0,20,0,강수없음,45,적설없음,,
